GO term	COGs	GO term name	Number of COGs	IC	SuperCOGs	Number of SuperCOGs
GO:0071395	{'T'}	cellular response to jasmonic acid stimulus	1	11.7485	{'supercog1'}	1
GO:0071396	{'T'}	cellular response to lipid	1	7.5625	{'supercog1'}	1
GO:0071398	{'T'}	cellular response to fatty acid	1	11.9389	{'supercog1'}	1
GO:0071402	{'T'}	cellular response to lipoprotein particle stimulus	1	12.7648	{'supercog1'}	1
GO:0071404	{'T'}	cellular response to low-density lipoprotein particle stimulus	1	13.7007	{'supercog1'}	1
GO:0071407	{'T'}	cellular response to organic cyclic compound	1	7.87	{'supercog1'}	1
GO:0071415	{'T'}	cellular response to purine-containing compound	1	13.7648	{'supercog1'}	1
GO:0071417	{'T'}	cellular response to organonitrogen compound	1	7.7056	{'supercog1'}	1
GO:0071422	{'C'}	succinate transmembrane transport	1	14.7648	{'supercog2'}	1
GO:0071423	{'C'}	malate transmembrane transport	1	14.9023	{'supercog2'}	1
GO:0071426	{'R'}	ribonucleoprotein complex export from nucleus	1	9.1421	{'general function'}	1
GO:0071427	{'R'}	mRNA-containing ribonucleoprotein complex export from nucleus	1	9.7855	{'general function'}	1
GO:0071428	{'R'}	rRNA-containing ribonucleoprotein complex export from nucleus	1	10.6697	{'general function'}	1
GO:0071444	{'T'}	cellular response to pheromone	1	11.7813	{'supercog1'}	1
GO:0071446	{'T'}	cellular response to salicylic acid stimulus	1	12.4694	{'supercog1'}	1
GO:0071450	{'T'}	cellular response to oxygen radical	1	8.8889	{'supercog1'}	1
GO:0071451	{'T'}	cellular response to superoxide	1	8.8889	{'supercog1'}	1
GO:0071453	{'T'}	cellular response to oxygen levels	1	9.4137	{'supercog1'}	1
GO:0071454	{'T'}	cellular response to anoxia	1	14.4169	{'supercog1'}	1
GO:0071456	{'T'}	cellular response to hypoxia	1	9.6133	{'supercog1'}	1
GO:0071462	{'T'}	cellular response to water stimulus	1	13.095	{'supercog1'}	1
GO:0071466	{'T'}	cellular response to xenobiotic stimulus	1	8.529	{'supercog1'}	1
GO:0071467	{'T'}	cellular response to pH	1	11.4561	{'supercog1'}	1
GO:0071468	{'T'}	cellular response to acidic pH	1	12.3914	{'supercog1'}	1
GO:0071470	{'T'}	cellular response to osmotic stress	1	10.01	{'supercog1'}	1
GO:0071472	{'T'}	cellular response to salt stress	1	11.7324	{'supercog1'}	1
GO:0071474	{'T'}	cellular hyperosmotic response	1	12.0543	{'supercog1'}	1
GO:0071476	{'T'}	cellular hypotonic response	1	14.2243	{'supercog1'}	1
GO:0071478	{'T'}	cellular response to radiation	1	9.0173	{'supercog1'}	1
GO:0071479	{'T'}	cellular response to ionizing radiation	1	10.8755	{'supercog1'}	1
GO:0071480	{'T'}	cellular response to gamma radiation	1	12.0148	{'supercog1'}	1
GO:0071482	{'T'}	cellular response to light stimulus	1	9.4462	{'supercog1'}	1
GO:0071484	{'T'}	cellular response to light intensity	1	14.6393	{'supercog1'}	1
GO:0071489	{'T'}	cellular response to red or far red light	1	12.247	{'supercog1'}	1
GO:0071492	{'T'}	cellular response to UV-A	1	14.9023	{'supercog1'}	1
GO:0071493	{'T'}	cellular response to UV-B	1	13.3663	{'supercog1'}	1
GO:0071495	{'T'}	cellular response to endogenous stimulus	1	6.3261	{'supercog1'}	1
GO:0071496	{'T'}	cellular response to external stimulus	1	6.4013	{'supercog1'}	1
GO:0071498	{'T'}	cellular response to fluid shear stress	1	10.9955	{'supercog1'}	1
GO:0071500	{'T'}	cellular response to nitrosative stress	1	12.8667	{'supercog1'}	1
GO:0071522	{'C'}	ureidoglycine aminohydrolase activity	1	15.9023	{'supercog2'}	1
GO:0071524	{'E', 'H'}	pyrrolysine biosynthetic process	2	15.6393	{'supercog2'}	1
GO:0071525	{'E'}	pyrrolysine metabolic process	1	15.6393	{'supercog2'}	1
GO:0071526	{'T'}	semaphorin-plexin signaling pathway	1	11.2935	{'supercog1'}	1
GO:0071545	{'C', 'H'}	inositol phosphate catabolic process	2	11.8492	{'supercog2'}	1
GO:0071548	{'T'}	response to dexamethasone	1	11.4694	{'supercog1'}	1
GO:0071549	{'T'}	cellular response to dexamethasone stimulus	1	11.7007	{'supercog1'}	1
GO:0071554	{'M'}	cell wall organization or biogenesis	1	5.5732	{'supercog1'}	1
GO:0071555	{'M'}	cell wall organization	1	5.9406	{'supercog1'}	1
GO:0071559	{'T'}	response to transforming growth factor beta	1	9.9763	{'supercog1'}	1
GO:0071560	{'T'}	cellular response to transforming growth factor beta stimulus	1	10.0148	{'supercog1'}	1
GO:0071564	{'C'}	npBAF complex	1	14.2243	{'supercog2'}	1
GO:0071567	{'O'}	deUFMylase activity	1	14.6393	{'supercog1'}	1
GO:0071568	{'U'}	UFM1 transferase activity	1	13.3663	{'supercog1'}	1
GO:0071569	{'O'}	protein ufmylation	1	12.2019	{'supercog1'}	1
GO:0071585	{'V'}	detoxification of cadmium ion	1	15.4169	{'supercog1'}	1
GO:0071595	{'O', 'M'}	Nem1-Spo7 phosphatase complex	2	15.9023	{'supercog1'}	1
GO:0071604	{'K'}	transforming growth factor beta production	1	12.2019	{'supercog3'}	1
GO:0071605	{'K'}	monocyte chemotactic protein-1 production	1	12.6393	{'supercog3'}	1
GO:0071609	{'K'}	chemokine (C-C motif) ligand 5 production	1	14.6393	{'supercog3'}	1
GO:0071616	{'H'}	acyl-CoA biosynthetic process	1	8.0809	{'supercog2'}	1
GO:0071617	{'I'}	lysophospholipid acyltransferase activity	1	13.3174	{'supercog2'}	1
GO:0071621	{'W'}	granulocyte chemotaxis	1	9.6659	{'supercog1'}	1
GO:0071622	{'T', 'W', 'N'}	regulation of granulocyte chemotaxis	3	11.1368	{'supercog1'}	1
GO:0071624	{'W', 'N'}	positive regulation of granulocyte chemotaxis	2	11.9575	{'supercog1'}	1
GO:0071625	{'R'}	vocalization behavior	1	13.7007	{'general function'}	1
GO:0071634	{'T', 'K'}	regulation of transforming growth factor beta production	2	12.247	{'supercog3', 'supercog1'}	2
GO:0071637	{'T', 'K'}	regulation of monocyte chemotactic protein-1 production	2	12.6393	{'supercog3', 'supercog1'}	2
GO:0071638	{'K'}	negative regulation of monocyte chemotactic protein-1 production	1	13.095	{'supercog3'}	1
GO:0071649	{'T', 'K'}	regulation of chemokine (C-C motif) ligand 5 production	2	14.6393	{'supercog3', 'supercog1'}	2
GO:0071650	{'K'}	negative regulation of chemokine (C-C motif) ligand 5 production	1	15.4169	{'supercog3'}	1
GO:0071669	{'M'}	plant-type cell wall organization or biogenesis	1	10.7813	{'supercog1'}	1
GO:0071674	{'W'}	mononuclear cell migration	1	10.3539	{'supercog1'}	1
GO:0071675	{'W', 'T'}	regulation of mononuclear cell migration	2	11.1909	{'supercog1'}	1
GO:0071677	{'W'}	positive regulation of mononuclear cell migration	1	11.9575	{'supercog1'}	1
GO:0071683	{'M'}	sensory dendrite	1	16.2243	{'supercog1'}	1
GO:0071692	{'O'}	protein localization to extracellular region	1	7.4744	{'supercog1'}	1
GO:0071695	{'D'}	anatomical structure maturation	1	9.2614	{'supercog1'}	1
GO:0071702	{'R'}	organic substance transport	1	4.4523	{'general function'}	1
GO:0071704	{'C'}	organic substance metabolic process	1	0.4891	{'supercog2'}	1
GO:0071705	{'R'}	nitrogen compound transport	1	4.7798	{'general function'}	1
GO:0071706	{'K'}	tumor necrosis factor superfamily cytokine production	1	9.9159	{'supercog3'}	1
GO:0071709	{'M'}	membrane assembly	1	9.9716	{'supercog1'}	1
GO:0071711	{'W'}	basement membrane organization	1	12.4694	{'supercog1'}	1
GO:0071712	{'R'}	ER-associated misfolded protein catabolic process	1	13.0543	{'general function'}	1
GO:0071714	{'U'}	icosanoid transmembrane transporter activity	1		{'supercog1'}	1
GO:0071715	{'C'}	icosanoid transport	1	9.1663	{'supercog2'}	1
GO:0071724	{'T'}	response to diacyl bacterial lipopeptide	1	14.0543	{'supercog1'}	1
GO:0071725	{'T'}	response to triacyl bacterial lipopeptide	1	14.5238	{'supercog1'}	1
GO:0071726	{'T'}	cellular response to diacyl bacterial lipopeptide	1	14.2243	{'supercog1'}	1
GO:0071727	{'T'}	cellular response to triacyl bacterial lipopeptide	1	14.7648	{'supercog1'}	1
GO:0071731	{'T'}	response to nitric oxide	1	12.4169	{'supercog1'}	1
GO:0071732	{'T'}	cellular response to nitric oxide	1	12.798	{'supercog1'}	1
GO:0071763	{'M'}	nuclear membrane organization	1	14.5238	{'supercog1'}	1
GO:0071766	{'M'}	Actinobacterium-type cell wall biogenesis	1	12.1368	{'supercog1'}	1
GO:0071771	{'C'}	aldehyde decarbonylase activity	1	13.4694	{'supercog2'}	1
GO:0071772	{'T'}	response to BMP	1	10.4105	{'supercog1'}	1
GO:0071773	{'T'}	cellular response to BMP stimulus	1	10.4105	{'supercog1'}	1
GO:0071774	{'T'}	response to fibroblast growth factor	1	9.9023	{'supercog1'}	1
GO:0071782	{'U', 'M'}	endoplasmic reticulum tubular network	2	12.2701	{'supercog1'}	1
GO:0071786	{'U'}	endoplasmic reticulum tubular network organization	1	13.9763	{'supercog1'}	1
GO:0071800	{'O'}	podosome assembly	1	12.4964	{'supercog1'}	1
GO:0071801	{'O'}	regulation of podosome assembly	1	12.7007	{'supercog1'}	1
GO:0071805	{'P'}	potassium ion transmembrane transport	1	8.7046	{'supercog2'}	1
GO:0071806	{'O'}	protein transmembrane transport	1	7.9955	{'supercog1'}	1
GO:0071813	{'I'}	lipoprotein particle binding	1	12.4169	{'supercog2'}	1
GO:0071814	{'O'}	protein-lipid complex binding	1	12.4169	{'supercog1'}	1
GO:0071816	{'U'}	tail-anchored membrane protein insertion into ER membrane	1	12.7648	{'supercog1'}	1
GO:0071817	{'O'}	MMXD complex	1	15.2243	{'supercog1'}	1
GO:0071821	{'O', 'Y'}	FANCM-MHF complex	2	13.5238	{'supercog3', 'supercog1'}	2
GO:0071824	{'O', 'B'}	protein-DNA complex subunit organization	2	7.9728	{'supercog3', 'supercog1'}	2
GO:0071825	{'O'}	protein-lipid complex subunit organization	1	11.1909	{'supercog1'}	1
GO:0071826	{'J'}	ribonucleoprotein complex subunit organization	1	7.1335	{'supercog3'}	1
GO:0071827	{'I'}	plasma lipoprotein particle organization	1	11.2935	{'supercog2'}	1
GO:0071840	{'R'}	cellular component organization or biogenesis	1		{'general function'}	1
GO:0071852	{'M'}	fungal-type cell wall organization or biogenesis	1	10.2935	{'supercog1'}	1
GO:0071867	{'T'}	response to monoamine	1	11.095	{'supercog1'}	1
GO:0071868	{'T'}	cellular response to monoamine stimulus	1	11.1368	{'supercog1'}	1
GO:0071869	{'T'}	response to catecholamine	1	11.1053	{'supercog1'}	1
GO:0071870	{'T'}	cellular response to catecholamine stimulus	1	11.1368	{'supercog1'}	1
GO:0071875	{'T'}	adrenergic receptor signaling pathway	1	12.4964	{'supercog1'}	1
GO:0071885	{'H'}	N-terminal protein N-methyltransferase activity	1	13.5804	{'supercog2'}	1
GO:0071887	{'D'}	leukocyte apoptotic process	1	10.1002	{'supercog1'}	1
GO:0071897	{'L'}	DNA biosynthetic process	1	7.6309	{'supercog3'}	1
GO:0071900	{'O'}	regulation of protein serine/threonine kinase activity	1	7.9435	{'supercog1'}	1
GO:0071901	{'O'}	negative regulation of protein serine/threonine kinase activity	1	10.1368	{'supercog1'}	1
GO:0071902	{'O'}	positive regulation of protein serine/threonine kinase activity	1	8.7506	{'supercog1'}	1
GO:0071926	{'T'}	endocannabinoid signaling pathway	1	14.9023	{'supercog1'}	1
GO:0071933	{'Z'}	Arp2/3 complex binding	1	13.1368	{'supercog1'}	1
GO:0071934	{'F', 'H'}	thiamine transmembrane transport	2	13.4694	{'supercog2'}	1
GO:0071941	{'C'}	nitrogen cycle metabolic process	1	7.644	{'supercog2'}	1
GO:0071944	{'W'}	cell periphery	1	3.3033	{'supercog1'}	1
GO:0071945	{'N'}	regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed	1	13.4694	{'supercog1'}	1
GO:0071949	{'F'}	FAD binding	1	8.1289	{'supercog2'}	1
GO:0071973	{'N'}	bacterial-type flagellum-dependent cell motility	1	9.7896	{'supercog1'}	1
GO:0071985	{'U'}	multivesicular body sorting pathway	1	10.6318	{'supercog1'}	1
GO:0071986	{'O', 'U', 'M'}	Ragulator complex	3	13.0543	{'supercog1'}	1
GO:0072001	{'D'}	renal system development	1	9.0027	{'supercog1'}	1
GO:0072006	{'D'}	nephron development	1	10.3725	{'supercog1'}	1
GO:0072009	{'D'}	nephron epithelium development	1	10.7405	{'supercog1'}	1
GO:0072014	{'D'}	proximal tubule development	1	15.2243	{'supercog1'}	1
GO:0072028	{'D'}	nephron morphogenesis	1	11.0543	{'supercog1'}	1
GO:0072073	{'D'}	kidney epithelium development	1	10.5448	{'supercog1'}	1
GO:0072078	{'D'}	nephron tubule morphogenesis	1	11.1475	{'supercog1'}	1
GO:0072080	{'D'}	nephron tubule development	1	10.8844	{'supercog1'}	1
GO:0072088	{'D'}	nephron epithelium morphogenesis	1	11.0644	{'supercog1'}	1
GO:0072132	{'D'}	mesenchyme morphogenesis	1	13.095	{'supercog1'}	1
GO:0072160	{'D'}	nephron tubule epithelial cell differentiation	1	14.2243	{'supercog1'}	1
GO:0072163	{'D'}	mesonephric epithelium development	1	11.0148	{'supercog1'}	1
GO:0072164	{'D'}	mesonephric tubule development	1	11.0148	{'supercog1'}	1
GO:0072170	{'D'}	metanephric tubule development	1	13.5238	{'supercog1'}	1
GO:0072171	{'D'}	mesonephric tubule morphogenesis	1	11.2701	{'supercog1'}	1
GO:0072182	{'D', 'T'}	regulation of nephron tubule epithelial cell differentiation	2	14.6393	{'supercog1'}	1
GO:0072202	{'D'}	cell differentiation involved in metanephros development	1	13.7648	{'supercog1'}	1
GO:0072207	{'D'}	metanephric epithelium development	1	13.3174	{'supercog1'}	1
GO:0072234	{'D'}	metanephric nephron tubule development	1	13.7648	{'supercog1'}	1
GO:0072243	{'D'}	metanephric nephron epithelium development	1	13.5238	{'supercog1'}	1
GO:0072257	{'D'}	metanephric nephron tubule epithelial cell differentiation	1	14.9023	{'supercog1'}	1
GO:0072307	{'D'}	regulation of metanephric nephron tubule epithelial cell differentiation	1	14.9023	{'supercog1'}	1
GO:0072329	{'H'}	monocarboxylic acid catabolic process	1	7.6234	{'supercog2'}	1
GO:0072330	{'H'}	monocarboxylic acid biosynthetic process	1	5.5264	{'supercog2'}	1
GO:0072331	{'T'}	signal transduction by p53 class mediator	1	9.5877	{'supercog1'}	1
GO:0072332	{'T'}	intrinsic apoptotic signaling pathway by p53 class mediator	1	11.0644	{'supercog1'}	1
GO:0072337	{'E'}	modified amino acid transport	1	12.0745	{'supercog2'}	1
GO:0072338	{'Q'}	lactam metabolic process	1	10.2818	{'supercog2'}	1
GO:0072340	{'Q'}	lactam catabolic process	1	10.4105	{'supercog2'}	1
GO:0072341	{'E'}	modified amino acid binding	1	8.8558	{'supercog2'}	1
GO:0072348	{'R'}	sulfur compound transport	1	9.6281	{'general function'}	1
GO:0072349	{'E', 'U'}	modified amino acid transmembrane transporter activity	2	13.2701	{'supercog2', 'supercog1'}	2
GO:0072350	{'H'}	tricarboxylic acid metabolic process	1	9.9069	{'supercog2'}	1
GO:0072357	{'O'}	PTW/PP1 phosphatase complex	1	14.0543	{'supercog1'}	1
GO:0072359	{'D'}	circulatory system development	1	7.2935	{'supercog1'}	1
GO:0072376	{'O', 'K'}	protein activation cascade	2	12.4169	{'supercog3', 'supercog1'}	2
GO:0072384	{'Z'}	organelle transport along microtubule	1	10.5238	{'supercog1'}	1
GO:0072387	{'F'}	flavin adenine dinucleotide metabolic process	1	11.6096	{'supercog2'}	1
GO:0072395	{'R'}	signal transduction involved in cell cycle checkpoint	1	11.5378	{'general function'}	1
GO:0072401	{'R'}	signal transduction involved in DNA integrity checkpoint	1	11.7007	{'general function'}	1
GO:0072422	{'R'}	signal transduction involved in DNA damage checkpoint	1	11.7007	{'general function'}	1
GO:0072503	{'R'}	cellular divalent inorganic cation homeostasis	1	8.6077	{'general function'}	1
GO:0072507	{'R'}	divalent inorganic cation homeostasis	1	8.5117	{'general function'}	1
GO:0072521	{'C'}	purine-containing compound metabolic process	1	4.1886	{'supercog2'}	1
GO:0072522	{'C', 'H'}	purine-containing compound biosynthetic process	2	4.7513	{'supercog2'}	1
GO:0072523	{'C'}	purine-containing compound catabolic process	1	8.9297	{'supercog2'}	1
GO:0072524	{'C'}	pyridine-containing compound metabolic process	1	6.8406	{'supercog2'}	1
GO:0072525	{'H'}	pyridine-containing compound biosynthetic process	1	6.9216	{'supercog2'}	1
GO:0072526	{'C'}	pyridine-containing compound catabolic process	1	11.832	{'supercog2'}	1
GO:0072527	{'C'}	pyrimidine-containing compound metabolic process	1	5.2517	{'supercog2'}	1
GO:0072528	{'H'}	pyrimidine-containing compound biosynthetic process	1	5.437	{'supercog2'}	1
GO:0072529	{'C'}	pyrimidine-containing compound catabolic process	1	8.7896	{'supercog2'}	1
GO:0072530	{'F'}	purine-containing compound transmembrane transport	1	13.9023	{'supercog2'}	1
GO:0072531	{'F'}	pyrimidine-containing compound transmembrane transport	1	12.832	{'supercog2'}	1
GO:0072538	{'W', 'T'}	T-helper 17 type immune response	2	11.9575	{'supercog1'}	1
GO:0072539	{'W', 'T'}	T-helper 17 cell differentiation	2	12.0745	{'supercog1'}	1
GO:0072540	{'D', 'W', 'T'}	T-helper 17 cell lineage commitment	3	13.095	{'supercog1'}	1
GO:0072542	{'O'}	protein phosphatase activator activity	1	12.3416	{'supercog1'}	1
GO:0072545	{'E'}	tyrosine binding	1	16.2243	{'supercog2'}	1
GO:0072559	{'O'}	NLRP3 inflammasome complex	1	13.9763	{'supercog1'}	1
GO:0072562	{'W'}	blood microparticle	1	9.88	{'supercog1'}	1
GO:0072574	{'D'}	hepatocyte proliferation	1	13.3663	{'supercog1'}	1
GO:0072575	{'D'}	epithelial cell proliferation involved in liver morphogenesis	1	13.3663	{'supercog1'}	1
GO:0072576	{'D'}	liver morphogenesis	1	13.1799	{'supercog1'}	1
GO:0072577	{'D'}	endothelial cell apoptotic process	1	11.247	{'supercog1'}	1
GO:0072582	{'Q'}	17-beta-hydroxysteroid dehydrogenase (NADP+) activity	1	15.0543	{'supercog2'}	1
GO:0072583	{'U'}	clathrin-dependent endocytosis	1	10.0246	{'supercog1'}	1
GO:0072592	{'C'}	oxygen metabolic process	1	13.7648	{'supercog2'}	1
GO:0072593	{'C'}	reactive oxygen species metabolic process	1	7.055	{'supercog2'}	1
GO:0072594	{'O'}	establishment of protein localization to organelle	1	7.169	{'supercog1'}	1
GO:0072595	{'O', 'U'}	maintenance of protein localization in organelle	2	11.247	{'supercog1'}	1
GO:0072599	{'O'}	establishment of protein localization to endoplasmic reticulum	1	9.3977	{'supercog1'}	1
GO:0072655	{'O'}	establishment of protein localization to mitochondrion	1	9.3144	{'supercog1'}	1
GO:0072657	{'O'}	protein localization to membrane	1	7.2781	{'supercog1'}	1
GO:0072659	{'O'}	protein localization to plasma membrane	1	9.3386	{'supercog1'}	1
GO:0072662	{'O'}	protein localization to peroxisome	1	10.7324	{'supercog1'}	1
GO:0072663	{'O'}	establishment of protein localization to peroxisome	1	10.7324	{'supercog1'}	1
GO:0072665	{'O'}	protein localization to vacuole	1	9.5204	{'supercog1'}	1
GO:0072666	{'O'}	establishment of protein localization to vacuole	1	9.6735	{'supercog1'}	1
GO:0072669	{'O'}	tRNA-splicing ligase complex	1	13.0148	{'supercog1'}	1
GO:0072676	{'W'}	lymphocyte migration	1	10.2413	{'supercog1'}	1
GO:0072677	{'W'}	eosinophil migration	1	11.9955	{'supercog1'}	1
GO:0072678	{'W'}	T cell migration	1	11.0345	{'supercog1'}	1
GO:0072679	{'W'}	thymocyte migration	1	14.2243	{'supercog1'}	1
GO:0072684	{'R'}	mitochondrial tRNA 3'-trailer cleavage, endonucleolytic	1	16.6393	{'general function'}	1
GO:0072686	{'Z'}	mitotic spindle	1	9.9159	{'supercog1'}	1
GO:0072687	{'Z'}	meiotic spindle	1	12.9023	{'supercog1'}	1
GO:0072697	{'O'}	protein localization to cell cortex	1	11.9575	{'supercog1'}	1
GO:0075109	{'T'}	modulation by symbiont of host receptor-mediated signal transduction	1	10.3416	{'supercog1'}	1
GO:0075111	{'T'}	suppression by symbiont of host receptor-mediated signal transduction	1	10.3416	{'supercog1'}	1
GO:0075112	{'R'}	modulation by symbiont of host transmembrane receptor-mediated signal transduction	1	10.4561	{'general function'}	1
GO:0075114	{'R'}	suppression by symbiont of host transmembrane receptor-mediated signal transduction	1	10.4561	{'general function'}	1
GO:0075136	{'T'}	response to host	1	8.6968	{'supercog1'}	1
GO:0075294	{'T'}	positive regulation by symbiont of entry into host	1		{'supercog1'}	1
GO:0075509	{'X', 'U'}	endocytosis involved in viral entry into host cell	2	10.0543	{'supercog3', 'supercog1'}	2
GO:0075528	{'X'}	modulation by virus of host immune response	1	9.5949	{'supercog3'}	1
GO:0075733	{'X'}	intracellular transport of virus	1	10.4828	{'supercog3'}	1
GO:0080008	{'O'}	Cul4-RING E3 ubiquitin ligase complex	1	11.4694	{'supercog1'}	1
GO:0080009	{'K'}	mRNA methylation	1	11.4694	{'supercog3'}	1
GO:0080022	{'D'}	primary root development	1	13.7007	{'supercog1'}	1
GO:0080025	{'I'}	phosphatidylinositol-3,5-bisphosphate binding	1	11.8149	{'supercog2'}	1
GO:0080030	{'C'}	methyl indole-3-acetate esterase activity	1	11.2585	{'supercog2'}	1
GO:0080036	{'T'}	regulation of cytokinin-activated signaling pathway	1	14.6393	{'supercog1'}	1
GO:0080037	{'T'}	negative regulation of cytokinin-activated signaling pathway	1	16.6393	{'supercog1'}	1
GO:0080038	{'T'}	positive regulation of cytokinin-activated signaling pathway	1	15.6393	{'supercog1'}	1
GO:0080048	{'P', 'T'}	GDP-D-glucose phosphorylase activity	2	17.2243	{'supercog2', 'supercog1'}	2
GO:0080090	{'C', 'T'}	regulation of primary metabolic process	2	3.5015	{'supercog2', 'supercog1'}	2
GO:0080111	{'B', 'C'}	DNA demethylation	2	11.7648	{'supercog3', 'supercog2'}	2
GO:0080134	{'T'}	regulation of response to stress	1	6.1995	{'supercog1'}	1
GO:0080135	{'T'}	regulation of cellular response to stress	1	7.4413	{'supercog1'}	1
